# wolfy english lexicon v1
# generated	2026-08-22
# source	Princeton WordNet 3.0 — леммы и таблицы исключений (*.exc)
# source	Brown Corpus (NLTK, universal tagset) — частотность и служебные части речи
# note	уровень CEFR выведен из частотности, официальной разметкой не является
# words	77675
# irregular	4377
# top	0
W	snakefish	n	0.0	C2
W	snakefly	n	0.0	C2
W	snakehead	n	0.0	C2
W	snakelike	a	0.0	C2
W	snakeroot	n	0.0	C2
W	snakeweed	n	0.0	C2
W	snakewood	n	0.0	C2
W	snaky	a	0.0	C2
W	snap	nv	4.0	B2
W	snapdragon	n	0.0	C2
W	snapline	n	0.0	C2
W	snapper	n	2.9	C2
W	snappish	a	0.0	C2
W	snappishly	r	0.0	C2
W	snappishness	n	0.0	C2
W	snappy	a	2.9	C2
W	snapshot	n	0.0	C2
W	snare	nv	2.9	C2
W	snarer	n	0.0	C2
W	snarf	v	0.0	C2
W	snarl	nv	0.0	C2
W	snarled	a	3.8	B2
W	snarly	a	0.0	C2
W	snatch	nv	3.5	C1
W	snatcher	n	0.0	C2
W	snazzy	a	2.9	C2
W	snead	n	3.2	C1
W	sneak	anv	3.2	C1
W	sneaker	n	3.2	C1
W	sneakily	r	0.0	C2
W	sneakiness	n	0.0	C2
W	sneaking	a	3.2	C1
W	sneakingly	r	0.0	C2
W	sneaky	a	3.2	C1
W	sneer	nv	2.9	C2
W	sneerer	n	0.0	C2
W	sneering	a	2.9	C2
W	sneeringly	r	0.0	C2
W	sneeze	nv	0.0	C2
W	sneezer	n	0.0	C2
W	sneezeweed	n	0.0	C2
W	sneezewort	n	0.0	C2
W	sneezing	n	2.9	C2
W	sneezy	a	0.0	C2
W	snellen	n	0.0	C2
W	snick	nv	2.9	C2
W	snicker	nv	0.0	C2
W	snickersnee	n	0.0	C2
W	snide	a	0.0	C2
W	snidely	r	0.0	C2
W	sniff	nv	3.2	C1
W	sniffer	n	0.0	C2
W	sniffle	nv	2.9	C2
W	sniffler	n	0.0	C2
W	sniffly	a	0.0	C2
W	sniffy	a	0.0	C2
W	snifter	n	0.0	C2
W	snigger	nv	0.0	C2
W	snip	nv	0.0	C2
W	snipe	nv	0.0	C2
W	snipefish	n	0.0	C2
W	sniper	n	2.9	C2
W	snippet	n	0.0	C2
W	snipping	n	0.0	C2
W	snips	n	2.9	C2
W	snit	n	0.0	C2
W	snitch	nv	0.0	C2
W	snitcher	n	0.0	C2
W	snivel	nv	0.0	C2
W	sniveler	n	0.0	C2
W	sniveling	n	0.0	C2
W	sniveller	n	0.0	C2
W	snob	n	0.0	C2
W	snobbery	n	3.5	C1
W	snobbish	a	3.2	C1
W	snobbishly	r	2.9	C2
W	snobbishness	n	0.0	C2
W	snobbism	n	0.0	C2
W	snobby	a	0.0	C2
W	snoek	n	0.0	C2
W	snog	v	0.0	C2
W	snogging	n	0.0	C2
W	snood	n	0.0	C2
W	snook	n	2.9	C2
W	snooker	nv	0.0	C2
W	snoop	nv	2.9	C2
W	snooper	n	0.0	C2
W	snoopiness	n	0.0	C2
W	snoopy	an	0.0	C2
W	snoot	n	0.0	C2
W	snootily	r	0.0	C2
W	snootiness	n	0.0	C2
W	snooty	a	0.0	C2
W	snooze	nv	0.0	C2
W	snore	nv	0.0	C2
W	snorer	n	0.0	C2
W	snoring	n	3.7	B2
W	snorkel	nv	0.0	C2
W	snorkeling	n	0.0	C2
W	snort	nv	3.4	C1
W	snorter	n	0.0	C2
W	snorting	n	0.0	C2
W	snorty	a	0.0	C2
W	snot	n	0.0	C2
W	snotty	a	0.0	C2
W	snout	n	2.9	C2
W	snow	nv	4.7	B1
W	snowball	nv	3.2	C1
W	snowbank	n	0.0	C2
W	snowbell	n	0.0	C2
W	snowberry	n	0.0	C2
W	snowbird	n	0.0	C2
W	snowblindness	n	0.0	C2
W	snowboard	nv	0.0	C2
W	snowboarder	n	0.0	C2
W	snowboarding	n	0.0	C2
W	snowbound	a	0.0	C2
W	snowcap	n	0.0	C2
W	snowdrift	n	0.0	C2
W	snowdrop	n	0.0	C2
W	snowfall	n	3.2	C1
W	snowfield	n	0.0	C2
W	snowflake	n	0.0	C2
W	snowman	n	0.0	C2
W	snowmobile	nv	0.0	C2
W	snowplough	n	0.0	C2
W	snowplow	n	0.0	C2
W	snowshoe	nv	0.0	C2
W	snowstorm	n	3.4	C1
W	snowsuit	n	0.0	C2
W	snowy	a	3.5	C1
W	snp	n	2.9	C2
W	snub	anv	0.0	C2
W	snuff	anv	0.0	C2
W	snuffbox	n	0.0	C2
W	snuffer	n	2.9	C2
W	snuffers	n	0.0	C2
W	snuffle	nv	0.0	C2
W	snuffler	n	0.0	C2
W	snuffling	a	0.0	C2
W	snuffly	a	0.0	C2
W	snug	an	3.2	C1
W	snuggery	n	0.0	C2
W	snuggle	nv	0.0	C2
W	snuggled	a	3.5	C1
W	snuggling	n	0.0	C2
W	snugly	r	3.2	C1
W	snugness	n	0.0	C2
W	so	nr	6.2	A1
W	soak	nv	3.8	B2
W	soakage	n	0.0	C2
W	soaked	a	3.7	B2
W	soaker	n	0.0	C2
W	soaking	nr	3.9	B2
W	soap	nv	4.3	B1
W	soapberry	n	0.0	C2
W	soapbox	n	0.0	C2
W	soapfish	n	0.0	C2
W	soapiness	n	0.0	C2
W	soaprock	n	0.0	C2
W	soapstone	n	0.0	C2
W	soapsuds	n	2.9	C2
W	soapweed	n	0.0	C2
W	soapwort	n	0.0	C2
W	soapy	a	3.2	C1
W	soar	nv	0.0	C2
W	soaring	an	3.6	B2
W	soave	n	0.0	C2
W	sob	nv	0.0	C2
W	sobbing	n	2.9	C2
W	sobbingly	r	2.9	C2
W	sober	av	4.2	B1
W	sobering	a	3.4	C1
W	soberly	r	3.5	C1
W	soberness	n	0.0	C2
W	sobersided	a	0.0	C2
W	sobersides	n	0.0	C2
W	sobralia	n	0.0	C2
W	sobriety	n	2.9	C2
W	sobriquet	n	3.2	C1
W	socage	n	0.0	C2
W	soccer	n	3.4	C1
W	sociability	n	3.2	C1
W	sociable	an	2.9	C2
W	sociableness	n	0.0	C2
W	sociably	r	0.0	C2
W	social	an	5.5	A1
W	socialisation	n	0.0	C2
W	socialise	v	0.0	C2
W	socialised	a	0.0	C2
W	socialiser	n	0.0	C2
W	socialising	n	0.0	C2
W	socialism	n	4.2	B1
W	socialist	an	4.3	B1
W	socialistic	a	3.4	C1
W	socialite	n	0.0	C2
W	sociality	n	2.9	C2
W	socialization	n	3.7	B2
W	socialize	v	2.9	C2
W	socialized	a	3.4	C1
W	socializer	n	0.0	C2
W	socializing	n	0.0	C2
W	socially	r	4.1	B2
W	societal	a	3.5	C1
W	society	n	5.3	A2
W	socinian	n	0.0	C2
W	socinus	n	0.0	C2
W	sociobiologic	a	0.0	C2
W	sociobiological	a	0.0	C2
W	sociobiologically	r	0.0	C2
W	sociobiologist	n	0.0	C2
W	sociobiology	n	0.0	C2
W	sociocultural	a	0.0	C2
W	socioeconomic	a	3.4	C1
W	socioeconomically	r	0.0	C2
W	sociolinguist	n	0.0	C2
W	sociolinguistic	a	0.0	C2
W	sociolinguistically	r	0.0	C2
W	sociolinguistics	n	0.0	C2
W	sociological	a	4.0	B2
W	sociologically	r	2.9	C2
W	sociologist	n	3.2	C1
W	sociology	n	4.1	B2
W	sociometry	n	0.0	C2
W	sociopath	n	0.0	C2
W	sociopathic	a	0.0	C2
W	sock	nv	3.5	C1
W	socket	n	3.4	C1
W	sockeye	n	0.0	C2
W	socle	n	0.0	C2
W	socrates	n	0.0	C2
W	socratic	a	0.0	C2
W	sod	nv	3.4	C1
W	soda	n	3.4	C1
W	sodalist	n	0.0	C2
W	sodalite	n	0.0	C2
W	sodality	n	0.0	C2
W	sodbuster	n	0.0	C2
W	sodden	a	3.2	C1
W	sodding	a	0.0	C2
W	soddy	n	0.0	C2
W	sodium	n	4.0	B2
W	sodoku	n	0.0	C2
W	sodom	n	0.0	C2
W	sodomise	v	0.0	C2
W	sodomist	n	0.0	C2
W	sodomite	n	0.0	C2
W	sodomize	v	0.0	C2
W	sodomy	n	0.0	C2
W	sofa	n	3.7	B2
W	soffit	n	0.0	C2
W	sofia	n	0.0	C2
W	soft	ar	4.7	B1
W	softback	n	0.0	C2
W	softball	n	0.0	C2
W	soften	v	3.5	C1
W	softened	a	3.8	B2
W	softener	n	3.2	C1
W	softening	an	3.7	B2
W	softheaded	a	0.0	C2
W	softhearted	a	0.0	C2
W	softheartedness	n	0.0	C2
W	softie	n	0.0	C2
W	softish	a	0.0	C2
W	softly	r	4.4	B1
W	softness	n	3.6	B2
W	software	n	0.0	C2
W	softwood	n	2.9	C2
W	softy	n	0.0	C2
W	sogginess	n	0.0	C2
W	soggy	a	3.4	C1
W	soh	n	0.0	C2
W	soho	n	0.0	C2
W	soigne	a	0.0	C2
W	soignee	a	2.9	C2
W	soil	nv	4.7	B1
W	soiled	a	3.8	B2
W	soiling	n	0.0	C2
W	soilure	n	0.0	C2
W	soiree	n	2.9	C2
W	soissons	n	0.0	C2
W	soja	n	0.0	C2
W	sojourn	nv	3.6	B2
W	sojourner	n	3.4	C1
W	sokoro	n	0.0	C2
W	sol	n	3.4	C1
W	solace	nv	3.7	B2
W	solacement	n	0.0	C2
W	solan	n	0.0	C2
W	solanaceae	n	0.0	C2
W	solanaceous	a	0.0	C2
W	solandra	n	0.0	C2
W	solanopteris	n	0.0	C2
W	solanum	n	0.0	C2
W	solar	a	4.1	B2
W	solarisation	n	0.0	C2
W	solarise	v	0.0	C2
W	solarium	n	0.0	C2
W	solarization	n	0.0	C2
W	solarize	v	0.0	C2
W	sold	a	4.6	B1
W	solder	nv	3.5	C1
W	solderer	n	0.0	C2
W	soldering	n	2.9	C2
W	soldier	nv	4.5	B1
W	soldierfish	n	0.0	C2
W	soldiering	n	2.9	C2
W	soldierlike	a	0.0	C2
W	soldierly	a	2.9	C2
W	soldiership	n	0.0	C2
W	soldiery	n	2.9	C2
W	sole	anv	4.2	B1
W	solea	n	0.0	C2
W	solecism	n	0.0	C2
W	soled	a	0.0	C2
W	soledad	n	0.0	C2
W	soleidae	n	0.0	C2
W	soleirolia	n	0.0	C2
W	soleless	a	0.0	C2
W	solely	r	4.2	B1
W	solemn	a	4.0	B2
W	solemness	n	0.0	C2
W	solemnisation	n	0.0	C2
W	solemnise	v	0.0	C2
W	solemnity	n	2.9	C2
W	solemnization	n	0.0	C2
W	solemnize	v	0.0	C2
W	solemnly	r	3.9	B2
W	solenichthyes	n	0.0	C2
W	solenidae	n	0.0	C2
W	solenogaster	n	0.0	C2
W	solenogastres	n	0.0	C2
W	solenoid	n	2.9	C2
W	solenopsis	n	0.0	C2
W	solenostemon	n	0.0	C2
W	solent	n	0.0	C2
W	soleus	n	0.0	C2
W	solfa	n	0.0	C2
W	solfege	n	0.0	C2
W	solfeggio	n	0.0	C2
W	solferino	n	0.0	C2
W	solicit	v	2.9	C2
W	solicitation	n	0.0	C2
W	solicitor	n	3.7	B2
W	solicitorship	n	0.0	C2
W	solicitous	a	3.2	C1
W	solicitously	r	0.0	C2
W	solicitousness	n	2.9	C2
W	solicitude	n	3.4	C1
W	solid	an	4.8	A2
W	solidago	n	0.0	C2
W	solidarity	n	4.0	B2
W	solidification	n	0.0	C2
W	solidified	a	0.0	C2
W	solidify	v	0.0	C2
W	solidifying	n	0.0	C2
W	solidity	n	3.5	C1
W	solidly	r	3.9	B2
W	solidness	n	0.0	C2
W	solidus	n	0.0	C2
W	soliloquise	v	0.0	C2
W	soliloquize	v	0.0	C2
W	soliloquy	n	0.0	C2
W	solingen	n	0.0	C2
W	solipsism	n	2.9	C2
W	solitaire	n	0.0	C2
W	solitarily	r	0.0	C2
W	solitariness	n	0.0	C2
W	solitary	an	4.1	B2
W	soliton	n	0.0	C2
W	solitude	n	3.2	C1
W	solitudinarian	n	0.0	C2
W	solleret	n	0.0	C2
W	solmisation	n	0.0	C2
W	solmizate	v	0.0	C2
W	solmization	n	0.0	C2
W	solo	anrv	3.8	B2
W	soloist	n	3.9	B2
W	solomon	n	3.2	C1
W	solomonic	a	0.0	C2
W	solomons	n	0.0	C2
W	solon	n	0.0	C2
W	solresol	n	0.0	C2
W	solstice	n	2.9	C2
W	solubility	n	0.0	C2
W	soluble	a	3.4	C1
W	solubleness	n	0.0	C2
W	solute	n	0.0	C2
W	solution	n	4.7	B1
W	solvability	n	0.0	C2
W	solvable	a	0.0	C2
W	solvate	nv	0.0	C2
W	solvation	n	0.0	C2
W	solvay	n	0.0	C2
W	solve	v	4.2	B1
W	solved	a	4.2	B1
W	solvency	n	2.9	C2
W	solvent	an	3.6	B2
W	solver	n	0.0	C2
W	solving	n	3.8	B2
W	solzhenitsyn	n	0.0	C2
W	som	n	0.0	C2
W	soma	n	2.9	C2
W	somaesthesia	n	0.0	C2
W	somaesthesis	n	0.0	C2
W	somali	an	0.0	C2
W	somalia	n	0.0	C2
W	somalian	an	0.0	C2
W	soman	n	0.0	C2
W	somataesthesis	n	0.0	C2
W	somateria	n	0.0	C2
W	somatesthesia	n	0.0	C2
W	somatic	a	3.2	C1
W	somatogenetic	a	0.0	C2
W	somatogenic	a	0.0	C2
W	somatosense	n	0.0	C2
W	somatosensory	a	0.0	C2
W	somatotrophin	n	0.0	C2
W	somatotropin	n	0.0	C2
W	somatotype	n	0.0	C2
W	somber	a	3.4	C1
W	somberly	r	0.0	C2
W	somberness	n	0.0	C2
W	sombre	a	3.2	C1
W	sombrely	r	0.0	C2
W	sombreness	n	0.0	C2
W	sombrero	n	0.0	C2
W	some	adr	6.1	A1
W	somebody	n	4.7	B1
W	someday	r	4.0	B2
W	somehow	r	4.8	A2
W	someone	n	4.9	A2
W	someplace	r	3.7	B2
W	somersault	nv	3.2	C1
W	somersaulting	n	2.9	C2
W	somerset	n	3.4	C1
W	somesthesia	n	0.0	C2
W	somesthesis	n	0.0	C2
W	something	n	5.6	A1
W	sometime	ar	4.0	B2
W	sometimes	r	5.3	A2
W	someway	r	0.0	C2
W	someways	r	0.0	C2
W	somewhat	r	5.0	A2
W	somewhere	nr	4.7	B1
W	somite	n	0.0	C2
W	somme	n	0.0	C2
W	sommelier	n	2.9	C2
W	somnambulate	v	0.0	C2
W	somnambulation	n	0.0	C2
W	somnambulism	n	0.0	C2
W	somnambulist	n	0.0	C2
W	somniferous	a	0.0	C2
W	somnific	a	0.0	C2
W	somniloquism	n	0.0	C2
W	somniloquist	n	0.0	C2
W	somniloquy	n	0.0	C2
W	somnolence	n	2.9	C2
W	somnolent	a	3.2	C1
W	somnolently	r	0.0	C2
W	somrai	n	0.0	C2
W	son	n	5.2	A2
W	sonant	an	0.0	C2
W	sonar	n	3.8	B2
W	sonata	n	3.9	B2
W	sonatina	n	0.0	C2
W	sonchus	n	0.0	C2
W	sondheim	n	0.0	C2
W	sone	n	0.0	C2
W	song	n	4.8	A2
W	songbird	n	0.0	C2
W	songbook	n	2.9	C2
W	songful	a	2.9	C2
W	songfulness	n	0.0	C2
W	songhai	n	0.0	C2
W	songlike	a	0.0	C2
W	songster	n	0.0	C2
W	songstress	n	0.0	C2
W	songwriter	n	0.0	C2
W	sonic	a	3.2	C1
W	sonnet	nv	3.4	C1
W	sonneteer	n	0.0	C2
W	sonny	n	3.2	C1
W	sonogram	n	2.9	C2
W	sonograph	n	0.0	C2
W	sonography	n	0.0	C2
W	sonometer	n	0.0	C2
W	sonora	n	2.9	C2
W	sonority	n	2.9	C2
W	sonorous	a	2.9	C2
W	sonorously	r	0.0	C2
W	sonorousness	n	0.0	C2
W	sonsie	a	0.0	C2
W	sonsy	a	0.0	C2
W	sontag	n	0.0	C2
W	soochong	n	0.0	C2
W	soon	r	5.2	A2
W	sooner	nr	4.2	B1
W	soonest	r	0.0	C2
W	soot	nv	2.9	C2
W	sooth	n	0.0	C2
W	soothe	v	3.2	C1
W	soothing	a	3.5	C1
W	soothingly	r	2.9	C2
W	soothsayer	n	2.9	C2
W	soothsaying	n	0.0	C2
W	sootiness	n	0.0	C2
W	sooty	a	0.0	C2
W	sop	nv	2.9	C2
W	soph	n	0.0	C2
W	sophism	n	0.0	C2
W	sophist	n	0.0	C2
W	sophistic	a	0.0	C2
W	sophistical	a	0.0	C2
W	sophisticate	nv	2.9	C2
W	sophisticated	a	4.4	B1
W	sophistication	n	3.8	B2
W	sophistry	n	0.0	C2
W	sophocles	n	3.4	C1
W	sophomore	an	3.6	B2
W	sophonias	n	0.0	C2
W	sophora	n	0.0	C2
W	sopor	n	0.0	C2
W	soporiferous	a	0.0	C2
W	soporific	an	0.0	C2
W	sopping	r	2.9	C2
W	soppy	a	0.0	C2
W	sopranino	a	0.0	C2
W	soprano	an	3.7	B2
W	sops	n	2.9	C2
W	sorb	nv	0.0	C2
W	sorbate	n	0.0	C2
W	sorbed	a	3.8	B2
W	sorbefacient	a	0.0	C2
W	sorbent	n	0.0	C2
W	sorbet	n	0.0	C2
W	sorbian	n	0.0	C2
W	sorbonne	n	0.0	C2
W	sorbus	n	0.0	C2
W	sorcerer	n	0.0	C2
W	sorceress	n	0.0	C2
W	sorcerise	v	0.0	C2
W	sorcerize	v	0.0	C2
W	sorcerous	a	0.0	C2
W	sorcery	n	2.9	C2
W	sordid	a	3.4	C1
W	sordidly	r	0.0	C2
W	sordidness	n	0.0	C2
W	sordino	n	0.0	C2
W	sore	an	3.9	B2
W	sorehead	n	0.0	C2
W	sorely	r	3.4	C1
W	soreness	n	2.9	C2
W	sorensen	n	0.0	C2
W	sorex	n	0.0	C2
W	sorgho	n	0.0	C2
W	sorghum	n	3.4	C1
W	sorgo	n	0.0	C2
W	soricidae	n	0.0	C2
W	sororal	a	0.0	C2
W	sorority	n	2.9	C2
W	sorption	n	2.9	C2
W	sorrel	an	3.2	C1
W	sorriness	n	0.0	C2
W	sorrow	nv	3.9	B2
W	sorrower	n	0.0	C2
W	sorrowful	a	0.0	C2
W	sorrowfully	r	0.0	C2
W	sorrowfulness	n	0.0	C2
W	sorrowing	a	0.0	C2
W	sorry	a	4.6	B1
W	sort	nv	5.1	A2
W	sorted	a	3.5	C1
W	sorter	n	0.0	C2
W	sortie	n	3.2	C1
W	sorting	n	2.9	C2
W	sortition	n	0.0	C2
W	sorus	n	0.0	C2
W	sos	n	0.0	C2
W	sot	n	0.0	C2
W	soteriological	a	0.0	C2
W	soteriology	n	0.0	C2
W	sothis	n	0.0	C2
W	sotho	an	0.0	C2
W	sottish	a	0.0	C2
W	sottishly	r	0.0	C2
W	sottishness	n	0.0	C2
W	sou	n	2.9	C2
W	souari	n	0.0	C2
W	soubise	n	0.0	C2
W	soubrette	n	0.0	C2
W	soubriquet	n	2.9	C2
W	souchong	n	0.0	C2
W	soudan	n	0.0	C2
W	souffle	n	2.9	C2
W	soufflot	n	0.0	C2
W	sough	v	0.0	C2
W	soughing	a	0.0	C2
W	soughingly	r	0.0	C2
W	sought	a	4.7	B1
W	souk	n	0.0	C2
W	soul	n	4.6	B1
W	soulful	a	2.9	C2
W	soulfully	r	2.9	C2
W	soulfulness	n	0.0	C2
W	soulless	a	0.0	C2
W	soullessly	r	0.0	C2
W	sound	anv	5.2	A2
W	soundable	a	0.0	C2
W	soundboard	n	0.0	C2
W	soundbox	n	0.0	C2
W	sounder	n	3.6	B2
W	sounding	an	3.4	C1
W	soundless	a	0.0	C2
W	soundlessly	r	0.0	C2
W	soundlessness	n	0.0	C2
W	soundly	r	3.4	C1
W	soundman	n	0.0	C2
W	soundness	n	2.9	C2
W	soundproof	av	2.9	C2
W	soundtrack	n	0.0	C2
W	soup	nv	4.1	B2
W	soupcon	n	0.0	C2
W	soupfin	n	0.0	C2
W	soupiness	n	0.0	C2
W	soupspoon	n	0.0	C2
W	soupy	a	0.0	C2
W	sour	anv	3.4	C1
W	sourball	n	0.0	C2
W	source	nv	4.9	A2
W	sourdine	n	0.0	C2
W	sourdough	n	3.2	C1
W	soured	a	0.0	C2
W	souring	n	0.0	C2
W	sourish	a	0.0	C2
W	sourly	r	3.4	C1
W	sourness	n	0.0	C2
W	sourpuss	n	0.0	C2
W	soursop	n	0.0	C2
W	sourwood	n	0.0	C2
W	sousa	n	2.9	C2
W	sousaphone	n	0.0	C2
W	souse	nv	0.0	C2
W	soused	a	0.0	C2
W	sousing	n	0.0	C2
W	souslik	n	0.0	C2
W	sousse	n	0.0	C2
W	soutache	n	0.0	C2
W	soutane	n	2.9	C2
W	south	anr	5.3	A2
W	southbound	a	2.9	C2
W	southeast	anr	4.4	B1
W	southeaster	n	0.0	C2
W	southeasterly	a	0.0	C2
W	southeastern	a	3.6	B2
W	southeastward	anr	0.0	C2
W	southeastwardly	r	0.0	C2
W	souther	n	0.0	C2
W	southerly	anr	0.0	C2
W	southern	a	5.1	A2
W	southerner	n	3.8	B2
W	southernism	n	0.0	C2
W	southernmost	a	0.0	C2
W	southernness	n	0.0	C2
W	southernwood	n	0.0	C2
W	southey	n	2.9	C2
W	southland	n	2.9	C2
W	southmost	a	0.0	C2
W	southpaw	n	3.6	B2
W	southward	anr	3.8	B2
W	southwards	r	0.0	C2
W	southwest	anr	4.1	B2
W	southwester	n	0.0	C2
W	southwesterly	a	0.0	C2
W	southwestern	an	3.2	C1
W	southwestward	anr	0.0	C2
W	southwestwardly	r	0.0	C2
W	soutine	n	0.0	C2
W	souvenir	n	3.2	C1
W	souvlaki	n	0.0	C2
W	souvlakia	n	0.0	C2
W	sovereign	an	4.4	B1
W	sovereignty	n	4.4	B1
W	soviet	an	5.0	A2
W	sovietise	v	0.0	C2
W	sovietism	n	0.0	C2
W	sovietize	v	0.0	C2
W	soviets	n	4.0	B2
W	sow	nv	3.4	C1
W	sowbane	n	0.0	C2
W	sowbelly	n	3.2	C1
W	sowbread	n	0.0	C2
W	sower	n	0.0	C2
W	soweto	n	0.0	C2
W	sown	a	3.4	C1
W	soy	n	2.9	C2
W	soya	n	0.0	C2
W	soybean	n	3.6	B2
W	soymilk	n	0.0	C2
W	sozzled	a	0.0	C2
W	spa	n	3.2	C1
W	space	nv	5.2	A2
W	spacecraft	n	3.4	C1
W	spaced	a	3.8	B2
W	spacefaring	n	0.0	C2
W	spaceflight	n	0.0	C2
W	spaceman	n	0.0	C2
W	spaceship	n	3.2	C1
W	spacesuit	n	2.9	C2
W	spacewalk	v	0.0	C2
W	spacewalker	n	0.0	C2
W	spaceward	r	0.0	C2
W	spacewards	r	0.0	C2
W	spacey	a	0.0	C2
W	spacial	a	0.0	C2
W	spacing	n	3.7	B2
W	spaciotemporal	a	0.0	C2
W	spacious	a	3.9	B2
W	spaciously	r	0.0	C2
W	spaciousness	n	3.4	C1
W	spackle	n	0.0	C2
W	spacy	a	0.0	C2
W	spade	nv	3.9	B2
W	spadefish	n	0.0	C2
W	spadefoot	n	0.0	C2
W	spadeful	n	0.0	C2
W	spadework	n	0.0	C2
W	spadix	n	0.0	C2
W	spaghetti	n	2.9	C2
W	spaghettini	n	0.0	C2
W	spain	n	3.8	B2
W	spalacidae	n	0.0	C2
W	spalax	n	0.0	C2
W	spall	n	0.0	C2
W	spallanzani	n	0.0	C2
W	spallation	n	0.0	C2
W	spam	nv	0.0	C2
W	spammer	n	0.0	C2
W	span	nv	4.2	B1
W	spandau	n	0.0	C2
W	spandex	n	0.0	C2
W	spandrel	n	0.0	C2
W	spandril	n	0.0	C2
W	spang	v	0.0	C2
W	spangle	nv	2.9	C2
W	spangled	a	2.9	C2
W	spangly	a	0.0	C2
W	spaniard	n	0.0	C2
W	spaniel	n	0.0	C2
W	spanish	an	4.5	B1
W	spank	nv	0.0	C2
W	spanker	n	0.0	C2
W	spanking	an	0.0	C2
W	spanner	n	0.0	C2
W	spar	nv	0.0	C2
W	sparaxis	n	0.0	C2
W	spare	anv	4.3	B1
W	sparely	r	0.0	C2
W	spareness	n	0.0	C2
W	sparer	n	0.0	C2
W	sparerib	n	0.0	C2
W	spareribs	n	0.0	C2
W	sparganiaceae	n	0.0	C2
W	sparganium	n	0.0	C2
W	sparge	nv	0.0	C2
W	sparid	n	0.0	C2
W	sparidae	n	0.0	C2
W	sparing	a	2.9	C2
W	sparingly	r	0.0	C2
W	spark	nv	4.0	B2
W	sparker	n	0.0	C2
W	sparkle	nv	3.5	C1
W	sparkleberry	n	0.0	C2
W	sparkler	n	0.0	C2
W	sparkling	an	3.6	B2
W	sparkly	a	0.0	C2
W	sparling	n	2.9	C2
W	sparmannia	n	0.0	C2
W	sparring	n	3.4	C1
W	sparrow	n	0.0	C2
W	sparse	a	3.6	B2
W	sparsely	r	3.2	C1
W	sparseness	n	0.0	C2
W	sparsity	n	0.0	C2
W	sparta	n	2.9	C2
W	spartan	an	3.2	C1
W	spartina	n	0.0	C2
W	spartium	n	0.0	C2
W	spasm	n	3.4	C1
W	spasmodic	a	0.0	C2
W	spasmodically	r	0.0	C2
W	spasmolysis	n	0.0	C2
W	spasmolytic	n	0.0	C2
W	spassky	n	0.0	C2
W	spastic	an	0.0	C2
W	spasticity	n	0.0	C2
W	spat	nv	3.9	B2
W	spatangoida	n	0.0	C2
W	spatchcock	nv	0.0	C2
W	spate	n	3.2	C1
W	spathe	n	0.0	C2
W	spathiphyllum	n	0.0	C2
W	spatial	a	3.9	B2
W	spatiality	n	2.9	C2
W	spatially	r	3.2	C1
W	spatiotemporal	a	0.0	C2
W	spatter	nv	2.9	C2
W	spatterdock	n	0.0	C2
W	spattered	a	3.2	C1
W	spattering	n	0.0	C2
W	spatula	n	0.0	C2
W	spatulate	a	0.0	C2
W	spavin	n	0.0	C2
W	spavined	a	2.9	C2
W	spawl	n	0.0	C2
W	spawn	nv	0.0	C2
W	spawner	n	0.0	C2
W	spay	v	0.0	C2
W	spayed	a	0.0	C2
W	spaying	n	0.0	C2
W	speak	v	5.0	A2
W	speakable	a	0.0	C2
W	speakeasy	n	0.0	C2
W	speaker	n	4.6	B1
W	speakerphone	n	0.0	C2
W	speakership	n	2.9	C2
W	speaking	an	4.7	B1
W	spear	nv	3.8	B2
W	spearfish	n	0.0	C2
W	spearhead	nv	2.9	C2
W	spearmint	n	0.0	C2
W	spearpoint	n	0.0	C2
W	spec	n	0.0	C2
W	special	an	5.3	A2
W	specialisation	n	0.0	C2
W	specialise	v	0.0	C2
W	specialised	a	0.0	C2
W	specialiser	n	0.0	C2
W	specialism	n	0.0	C2
W	specialist	n	4.1	B2
W	specialistic	a	0.0	C2
W	speciality	n	0.0	C2
W	specialization	n	3.9	B2
W	specialize	v	3.4	C1
W	specialized	a	4.2	B1
W	specializer	n	0.0	C2
W	specially	r	3.9	B2
W	specialness	n	0.0	C2
W	specialty	n	3.5	C1
W	speciate	v	0.0	C2
W	speciation	n	0.0	C2
W	specie	n	3.2	C1
W	species	n	4.5	B1
W	specifiable	a	0.0	C2
W	specific	an	5.0	A2
W	specifically	r	4.5	B1
W	specification	n	3.4	C1
W	specificity	n	3.9	B2
W	specified	a	4.4	B1
W	specifier	n	0.0	C2
W	specify	v	4.0	B2
W	specimen	n	4.3	B1
W	specious	a	3.2	C1
W	speciously	r	0.0	C2
W	speciousness	n	0.0	C2
W	speck	nv	3.8	B2
W	specked	a	0.0	C2
W	speckle	nv	0.0	C2
W	speckled	a	2.9	C2
W	speckless	a	0.0	C2
W	specs	n	0.0	C2
W	spectacle	n	4.2	B1
W	spectacled	a	0.0	C2
W	spectacles	n	3.4	C1
W	spectacular	an	4.3	B1
W	spectacularly	r	3.2	C1
W	spectate	v	0.0	C2
W	spectator	n	3.9	B2
W	specter	n	3.4	C1
W	spectinomycin	n	0.0	C2
W	spectral	a	3.7	B2
W	spectre	n	2.9	C2
W	spectrogram	n	0.0	C2
W	spectrograph	n	0.0	C2
W	spectrographic	a	0.0	C2
W	spectrographically	r	0.0	C2
W	spectrometer	n	3.2	C1
W	spectrometric	a	2.9	C2
W	spectrometry	n	0.0	C2
